,NOME,TELEFONE,CATEGORIA,SUBCATEGORIA,CIDADE,UF,EMAIL,EMPRESA,STATUS,ULTIMA_COMPRA,ORIGEM_LEAD,DATA_CADASTRO,RESPONSAVEL,PRIORIDADE,VALOR_POTENCIAL,ETAPA_FUNIL,PROXIMO_CONTATO,OBSERVACOES,TAGS,TELEFONE_2,WHATSAPP,LINKEDIN,INSTAGRAM,CARGO,,CEP,ID_CONTATO,LEAD_SCORE,RESPONSAVEL,DATA_CADASTRO,DATA_ULTIMA_INTERACAO
FALSE,Alex Ribeirão Preto,556198603817,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Alex Ribeirão Preto Ribeirão Preto,5561986038170,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Alex Sindicon Bauru,5514991817476,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Alexandre,5533999658846,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Alexandre Advogado Clinica Gabata,5519994578372,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Alexandre Bratti✌️,5548994041110,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Alexandre Gomes Professor Personal Academia Class Prime,5518996985633,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Alexandre Lot Pai,5518998173305,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Alexandre Marcelino Hotmart,5531996300865,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Alexandre Moveis Moveleiro Comprador,5512997492257,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Alexandre Pallets Barcelona Dourados Ms,5567996769211,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Alexandro Produção E-Pallets Maceio,5581993188609,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Alexandte Investidor Franca,5533611697884,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Alfa Erb,5511940002613,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Aline,5518997021818,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Aline Dayse,5518991332594,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Aline Grazi,5518997885557,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Aline Irma Esdras Uberlandia,5534999144849,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Altair Berger Compra Aproveitamento,5548991471394,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Alvaro Carpinteiro,5518996687929,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Alvaro Dj,5518991885067,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Alves Moveis Curitiba,5545991128789,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Alysson Rj,5522999405252,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Alzira,5517997029089,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Amadeu Josuel,5518996868610,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Amanda Alves Campos Whatsapp Api,5511949170257,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Amanda Amiga Da Le,5515996314959,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Amanda Viagem,5511996594388,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Amandinha,5518997313856,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Amarildo,5515996664507,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Amaro Construção Maceio,5581983090732,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Amendograos Herculandia,5514997175657,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Amigo Osni,5516988488078,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Amilton Rocha Vivo,551120889671,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Amilton Rocha Vivo Empresas,5511208896710,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Amor Novo,5518996360642,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Amor Novo ❤️,555493585664,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Ana,5518998009832,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Ana Carolina Prefeitura Boffet,5516988560228,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Ana Carolina Prima,5518997828628,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Ana Cristina,5518981907374,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Ana Francisca Investidora Compra Empresa,5547988026362,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Ana Maria Irma,99151-5062,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Ander Celine,5560741057824,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Ander Iraides,5518448407865,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Ander Luiza,5559073104807,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Ander Vivo,5518996620642,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Anderso Enside Whatsapp Pessoal,5518996211815,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Anderson,5542993817950,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Anderson Cardoso Mf Rural,5514982255585,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Anderson Clinica Gabata,5524999382794,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Anderson Enside,5518362352300,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Anderson Enside Enside,551899255430,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Anderson Extimpaes,5518996511212,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Anderson Parizzoto,554299119463,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Anderson Renato,5518996260280,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Anderson Tadeu Irmao Tuim,5517982312485,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Andre,5544999811700,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Andre Comprador I30,5518982072009,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Andre Filho Valter Producao,5518997570985,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Andre Gelensk Maquinas Curitiba,554198233965,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Andre Gerente Vivo,5518997649853,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Andre Maquinas Curitiba,5541998762705,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Andrea Taxi,5581999903631,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Andreia Monte Tripoli,5518998005191,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Andresa Deliciê Dê Artesanatos,5518997937873,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Andressa,3631-6106,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Andressa Banho E Tosa Banho E Tosa,36316-1060,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Andrey,5545328681480,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,André,5518988115262,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,André Fidel,5518998081835,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,André Fustinoni,5544998117000,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,André Luiz Sumset,5518996412341,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,André Ratine Ceo Pandolfi,5541999194227,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,André Teixeira Embaltec Novo Hanburgo Rs,5551995668687,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Anestesita Parto,5599152597000,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Angela,5518991550794,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Angelica - Tubominas Cliente Embalagem Mg,5535997766739,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Angélica Compradora,5511941012481,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Ani'S Coqueiro 🤞,5518996508382,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Anis,99783-8738,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Anita Martins Aaaa Mllllkkk,5518981074007,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Antonieta Líder,5518997558474,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Antoninho Pai Julio Representante,5567991480203,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Antonio,5515997883854,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Antonio Naline Olimpia Sp Vende Maquina Pré Corte,5517981382361,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Antonio Representante Bauru,5514997341827,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Antonio Representante Monte Carmelo Mg Representante Monte Carmelo Mg,55379-1460,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Antônio Carlos Falchetti Exportação,5547999965932,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Antônio Carlos Guararapes Atual,5518997933262,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Araçatuba Clube De Campo,3623-4129,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Araçuai,5533997510000,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Area De Lazer,5518981189279,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Area De Lazer 1,5598113089800,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Arena Tintaa,99124-2451,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Argemiro,5518991155511,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Arildo Padre Valdir Na,5518997545722,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Arlindo Enside,5517996609013,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Armando,5511975474493,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Arte Paisagem,5518981393685,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Arthur,5518997420222,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Arthur Agencia De Cargas Rs Brasil,5553991868789,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Arthur Factor Rs Cristian Indicou,5551995524235,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Arthur Fundo Investimento Grupo Abc,5511996543187,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Arthur Loquinho,5518997066924,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Arthur Nova Opcao,5518991209880,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Artur,5518996787642,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Asf Servico Mae,5518362138720,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Assistencia Temcnica Curitiba,5541952644230,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Atendente Virtual Banco Pam,5511943977094,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Augusto Itc Informativo De Obras,5511941801298,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Augusto Pierre Pelmex,5583998111906,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Augusto Representante Brasilia,5569999291136,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Aulo Simone Dani Professor Excel,5518997374180,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Aurelino,559914523410,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Auto Eletrica,5518996157862,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Ax Studio - Patricia,3622-9921,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Azul Piscina Produtos,551836232600,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bachega,5518981572695,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Baltazar Representante Belo Horizonte Minas Gerais,5531995273507,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Banco Santander,5511400435350,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Banho,3441-0093,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Barba Moto Thalyson,556796696277,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bascuia,5541999168150,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Base Ferro,5511973308737,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bb Escritório Digital Araçatuba,5518991010500,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bbq Bronc'S Burger,5518991231516,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Beatriz Frains Consorcio Sc Rs,5551989332002,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Beatriz Oliveira Nova Castilho,5517996447662,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Beech Tennis Pompeu De Toledo,99753-5122,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Beijamin Sao Bernardo Do,5511973812056,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bel Cabeleireira,99743-7748,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bene Cafe Caseiro,5518996715995,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Benedita Fernandes,551836367825,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Benedita Fernandes Fernandes,5518363678250,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Benjamim Dianezi Representante,5511999063574,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bernardo Sardão,5518991102908,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bernardo Uchôa,5561404214261,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bete Agua De Coco,5518997660212,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Beto S. R. Parpinelli,5518997984994,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Beviani,554791989009,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bg Nesvaldo Mairiporã Sp,5511949418475,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bia Baba,5518997336183,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bianca,5518988151908,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bindela Mat Construcoes Delio,5534999499710,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Biro,5518997435751,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bj,5518991669391,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Blu Financeira Suporte,5521995188429,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Boeger,5548999425852,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Boi Gordo,5518991274606,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Boji,5541987041413,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bolivar Bracale,5518981298620,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bradesco Roberta,5518991842071,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Brafer Augusto Rio De Janeiro Rj,5521999181464,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Branco,5513991300592,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bratech Segurança,5518997776125,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bratti Alexandre,554899404111,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Braço Forte,553491450855,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Breno Zanetti Clinica Gabata Life,5535991347730,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Broks Lanche,33046-4210,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Brother,3621-7980,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bru Santiago,99143-8550,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruna,98806-9669,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruna Amiga,3305-5957,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruna Celular N,5598806966900,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruna Esposa Gabriel,5518997477485,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruna Nutricionista,5518997720524,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruna Rocha Cliente Sao Paulo,5511962896609,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruna Tecnobens,5518981720160,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno,5518991015087,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno A Pereira Rj,5522992757910,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Advogado Compra Carro,5585999708185,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Almada Yak Birigui,5518997351972,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Bussi,5518996711890,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Crespi,5518991433819,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Faz Manifesto Ludvig,5547997945580,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Ferrari Sistema Whatssapp,5562993012451,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Harry,5518997095570,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Mercado,5518991373630,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Mirandopolis,5518991019434,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Mogi Ds Cruzes,5511964379251,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Namorado Pequena,5518996002469,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Prado Biritiba Mirim/Sp,5511940224444,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Tina,5518991171398,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Varginha Renold Amigo Porto De Galinhas Varginha Renold Amigo Porto De Galinhas,5535989100210,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Viagem,5535998910021,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Buffet,5518981120736,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Business Integrator,551921210050,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,C6 Bank,3003-6116,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,C6 Whatsapp,5511283260880,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Cabral,5567992098014,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Cabral Julio Representante Ms,5567930863780,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Cachoeira,5547963369220,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Cafu Viviane Financeiro,5514996761039,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Caio,5518997307423,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Caio Imobiliaria Bastos Araçatuba,5518981456375,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Caio Representante Jales,5517997038485,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Caio Silva,5518988258619,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Caio Tortinho Fut Terça Feira,5518996972053,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Caixa,5508007260104,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Caixa Cartao,5508007260207,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Caixa Econômica Fernando,3607-0500,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Caixa Econômica Fernando Econômica Fernando,36070-5000,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Caixa Federal,5580010401040,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Cambaru Mat. Constr.,5567812217160,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Camf,5518360915000,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Camila,5518996449373,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Camila Cleyton Irmao,5518991173301,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Camila Coelho,5518991924438,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Camila Escritorio,5518988026723,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Camila Ferreguti Aparecida Do Taboado Ms,5517997435116,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Camila Financeiro F Pilege Ribas Do Rio Pardo,5567991150120,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Camila Mad. Nova Capital Campo,5567998875080,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Camila Prima,5531984273180,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Camilla Rezende,5562833321120,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Camilo,5531991649164,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Camilo Cristovam B Blu Banco Financeira,5521997467561,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Camisa 10,5518997618255,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Carina,5519997545730,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Carla,5518981196692,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Carla Almeida Prima,5517996591976,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Carla Carneiro,5517997385952,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Carla Credito Financeiro,5511963641763,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Carla Facul,99707-8194,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Carla Portal,5518997264936,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlinhos Marilia Sp,5514998620461,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlitos Mat. P/Construcao Porto,5515997736026,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos,99712-2058,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos Alberto Representante Buri,5515997936974,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos Cliente Vinicius Mg,5531973214020,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos Coutinho St Antonio Aracangua,5518997768805,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos Eduardo Gonsales Mineiro Gabata Life,5534999889581,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos P Silva Representante Mato Grosso,556799640705,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos Paura Primex Finance Global,5521998082606,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos Representante Rio De Janeiro,5522998855284,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos Rubiacea,5519998023658,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos Tostes Representante Rj,5522981750887,CLIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
